ISO3_code,Name of Indicator,Year,IndicatorType,Sub indicator,Ranking,Score,Sub-componentValue,Organization
KEN,World Governance Indicator,2000,Sub_components,Regulatory Quality,,,-0.394455791,World Bank
KEN,World Governance Indicator,2000,Sub_components,Rule of Law,,,-0.921858788,World Bank
KEN,World Governance Indicator,2000,Sub_components,Voice and Accountability,,,-0.81064713,World Bank
KEN,World Governance Indicator,2002,Sub_components,Control of Corruption,,,-1.003750563,World Bank
KEN,World Governance Indicator,2002,Sub_components,Government Effectiveness,,,-0.756493151,World Bank
KEN,World Governance Indicator,2002,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-1.18801403,World Bank
KEN,World Governance Indicator,2002,Sub_components,Regulatory Quality,,,-0.17692107,World Bank
KEN,World Governance Indicator,2002,Sub_components,Rule of Law,,,-0.966853559,World Bank
KEN,World Governance Indicator,2002,Sub_components,Voice and Accountability,,,-0.679399788,World Bank
KEN,World Governance Indicator,2003,Sub_components,Control of Corruption,,,-0.964616835,World Bank
KEN,World Governance Indicator,2003,Sub_components,Government Effectiveness,,,-0.705886006,World Bank
KEN,World Governance Indicator,2003,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-1.263868928,World Bank
KEN,World Governance Indicator,2003,Sub_components,Regulatory Quality,,,-0.328403115,World Bank
KEN,World Governance Indicator,2003,Sub_components,Rule of Law,,,-0.923378527,World Bank
KEN,World Governance Indicator,2003,Sub_components,Voice and Accountability,,,-0.257107317,World Bank
KEN,World Governance Indicator,2004,Sub_components,Control of Corruption,,,-0.897880256,World Bank
KEN,World Governance Indicator,2004,Sub_components,Government Effectiveness,,,-0.66613555,World Bank
KEN,World Governance Indicator,2004,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-1.087354779,World Bank
KEN,World Governance Indicator,2004,Sub_components,Regulatory Quality,,,-0.274853587,World Bank
KEN,World Governance Indicator,2004,Sub_components,Rule of Law,,,-0.864229918,World Bank
KEN,World Governance Indicator,2004,Sub_components,Voice and Accountability,,,-0.211594954,World Bank
KEN,World Governance Indicator,2005,Sub_components,Control of Corruption,,,-1.012536764,World Bank
KEN,World Governance Indicator,2005,Sub_components,Government Effectiveness,,,-0.70911026,World Bank
KEN,World Governance Indicator,2005,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-1.250505924,World Bank
KEN,World Governance Indicator,2005,Sub_components,Regulatory Quality,,,-0.288214594,World Bank
KEN,World Governance Indicator,2005,Sub_components,Rule of Law,,,-0.880881011,World Bank
KEN,World Governance Indicator,2005,Sub_components,Voice and Accountability,,,-0.244842008,World Bank
KEN,World Governance Indicator,2006,Sub_components,Control of Corruption,,,-0.935450912,World Bank
KEN,World Governance Indicator,2006,Sub_components,Government Effectiveness,,,-0.655459583,World Bank
KEN,World Governance Indicator,2006,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-1.126983285,World Bank
KEN,World Governance Indicator,2006,Sub_components,Regulatory Quality,,,-0.239396662,World Bank
KEN,World Governance Indicator,2006,Sub_components,Rule of Law,,,-0.882364631,World Bank
KEN,World Governance Indicator,2006,Sub_components,Voice and Accountability,,,-0.130346507,World Bank
KEN,World Governance Indicator,2007,Sub_components,Control of Corruption,,,-0.97859472,World Bank
KEN,World Governance Indicator,2007,Sub_components,Government Effectiveness,,,-0.529211044,World Bank
KEN,World Governance Indicator,2007,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-1.305442214,World Bank
KEN,World Governance Indicator,2007,Sub_components,Regulatory Quality,,,-0.317882091,World Bank
KEN,World Governance Indicator,2007,Sub_components,Rule of Law,,,-0.971304595,World Bank
KEN,World Governance Indicator,2007,Sub_components,Voice and Accountability,,,-0.249015316,World Bank
KEN,World Governance Indicator,2008,Sub_components,Control of Corruption,,,-1.068366289,World Bank
KEN,World Governance Indicator,2008,Sub_components,Government Effectiveness,,,-0.624475121,World Bank
KEN,World Governance Indicator,2008,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-1.393615365,World Bank
KEN,World Governance Indicator,2008,Sub_components,Regulatory Quality,,,-0.277211368,World Bank
KEN,World Governance Indicator,2008,Sub_components,Rule of Law,,,-0.999996305,World Bank
KEN,World Governance Indicator,2008,Sub_components,Voice and Accountability,,,-0.282543808,World Bank
KEN,World Governance Indicator,2009,Sub_components,Control of Corruption,,,-1.07073009,World Bank
KEN,World Governance Indicator,2009,Sub_components,Government Effectiveness,,,-0.664479375,World Bank
KEN,World Governance Indicator,2009,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-1.425580621,World Bank
KEN,World Governance Indicator,2009,Sub_components,Regulatory Quality,,,-0.178242475,World Bank
KEN,World Governance Indicator,2009,Sub_components,Rule of Law,,,-1.022645473,World Bank
KEN,World Governance Indicator,2009,Sub_components,Voice and Accountability,,,-0.331883878,World Bank
KEN,World Governance Indicator,2010,Sub_components,Control of Corruption,,,-0.911055028,World Bank
KEN,World Governance Indicator,2010,Sub_components,Government Effectiveness,,,-0.582948446,World Bank
KEN,World Governance Indicator,2010,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-1.165523529,World Bank
KEN,World Governance Indicator,2010,Sub_components,Regulatory Quality,,,-0.136400819,World Bank
KEN,World Governance Indicator,2010,Sub_components,Rule of Law,,,-0.953961968,World Bank
KEN,World Governance Indicator,2010,Sub_components,Voice and Accountability,,,-0.218933016,World Bank
KEN,World Governance Indicator,2011,Sub_components,Control of Corruption,,,-0.963742495,World Bank
KEN,World Governance Indicator,2011,Sub_components,Government Effectiveness,,,-0.578526676,World Bank
KEN,World Governance Indicator,2011,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-1.244790792,World Bank
KEN,World Governance Indicator,2011,Sub_components,Regulatory Quality,,,-0.240827635,World Bank
KEN,World Governance Indicator,2011,Sub_components,Rule of Law,,,-0.91299665,World Bank
KEN,World Governance Indicator,2011,Sub_components,Voice and Accountability,,,-0.269520193,World Bank
KEN,World Governance Indicator,2012,Sub_components,Control of Corruption,,,-1.098877668,World Bank
KEN,World Governance Indicator,2012,Sub_components,Government Effectiveness,,,-0.540134847,World Bank
KEN,World Governance Indicator,2012,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-1.323441267,World Bank
KEN,World Governance Indicator,2012,Sub_components,Regulatory Quality,,,-0.317458749,World Bank
KEN,World Governance Indicator,2012,Sub_components,Rule of Law,,,-0.831432939,World Bank
KEN,World Governance Indicator,2012,Sub_components,Voice and Accountability,,,-0.28780368,World Bank
KEN,World Governance Indicator,2013,Sub_components,Control of Corruption,,,-1.036190391,World Bank
KEN,World Governance Indicator,2013,Sub_components,Government Effectiveness,,,-0.477865994,World Bank
KEN,World Governance Indicator,2013,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-1.166930914,World Bank
KEN,World Governance Indicator,2013,Sub_components,Regulatory Quality,,,-0.326215893,World Bank
KEN,World Governance Indicator,2013,Sub_components,Rule of Law,,,-0.71525985,World Bank
KEN,World Governance Indicator,2013,Sub_components,Voice and Accountability,,,-0.212353259,World Bank
KEN,World Governance Indicator,2014,Sub_components,Control of Corruption,,,-0.939376116,World Bank
KEN,World Governance Indicator,2014,Sub_components,Government Effectiveness,,,-0.358901531,World Bank
KEN,World Governance Indicator,2014,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-1.282247186,World Bank
KEN,World Governance Indicator,2014,Sub_components,Regulatory Quality,,,-0.348395675,World Bank
KEN,World Governance Indicator,2014,Sub_components,Rule of Law,,,-0.412037432,World Bank
KEN,World Governance Indicator,2014,Sub_components,Voice and Accountability,,,-0.145638466,World Bank
KEN,World Governance Indicator,2015,Sub_components,Control of Corruption,,,-1.031232715,World Bank
KEN,World Governance Indicator,2015,Sub_components,Government Effectiveness,,,-0.393976986,World Bank
KEN,World Governance Indicator,2015,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-1.241347909,World Bank
KEN,World Governance Indicator,2015,Sub_components,Regulatory Quality,,,-0.368477911,World Bank
KEN,World Governance Indicator,2015,Sub_components,Rule of Law,,,-0.507376969,World Bank
KEN,World Governance Indicator,2015,Sub_components,Voice and Accountability,,,-0.146438286,World Bank
KEN,World Governance Indicator,2016,Sub_components,Control of Corruption,,,-0.914170921,World Bank
KEN,World Governance Indicator,2016,Sub_components,Government Effectiveness,,,-0.402430564,World Bank
KEN,World Governance Indicator,2016,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-1.354456544,World Bank
KEN,World Governance Indicator,2016,Sub_components,Regulatory Quality,,,-0.357900858,World Bank
KEN,World Governance Indicator,2016,Sub_components,Rule of Law,,,-0.457080603,World Bank
KEN,World Governance Indicator,2016,Sub_components,Voice and Accountability,,,-0.114260472,World Bank
KEN,World Governance Indicator,2017,Sub_components,Control of Corruption,,,-0.974906325,World Bank
KEN,World Governance Indicator,2017,Sub_components,Government Effectiveness,,,-0.3903566,World Bank
KEN,World Governance Indicator,2017,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-1.12843883,World Bank
KEN,World Governance Indicator,2017,Sub_components,Regulatory Quality,,,-0.28063798,World Bank
KEN,World Governance Indicator,2017,Sub_components,Rule of Law,,,-0.431836128,World Bank
KEN,World Governance Indicator,2017,Sub_components,Voice and Accountability,,,-0.201042324,World Bank
KEN,World Governance Indicator,2018,Sub_components,Control of Corruption,,,-0.863009214,World Bank
KEN,World Governance Indicator,2018,Sub_components,Government Effectiveness,,,-0.493653178,World Bank
KEN,World Governance Indicator,2018,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-1.179712296,World Bank
KEN,World Governance Indicator,2018,Sub_components,Regulatory Quality,,,-0.265344054,World Bank
KEN,World Governance Indicator,2018,Sub_components,Rule of Law,,,-0.42828244,World Bank
KEN,World Governance Indicator,2018,Sub_components,Voice and Accountability,,,-0.375228286,World Bank
KEN,World Governance Indicator,2019,Sub_components,Control of Corruption,,,-0.806061268,World Bank
KEN,World Governance Indicator,2019,Sub_components,Government Effectiveness,,,-0.441659153,World Bank
KEN,World Governance Indicator,2019,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-1.105763435,World Bank
KEN,World Governance Indicator,2019,Sub_components,Regulatory Quality,,,-0.338947535,World Bank
KEN,World Governance Indicator,2019,Sub_components,Rule of Law,,,-0.464812368,World Bank
KEN,World Governance Indicator,2019,Sub_components,Voice and Accountability,,,-0.308262408,World Bank
KEN,World Governance Indicator,2020,Sub_components,Control of Corruption,,,-0.875347614,World Bank
KEN,World Governance Indicator,2020,Sub_components,Government Effectiveness,,,-0.399473369,World Bank
KEN,World Governance Indicator,2020,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-1.007240057,World Bank
KEN,World Governance Indicator,2020,Sub_components,Regulatory Quality,,,-0.517190576,World Bank
KEN,World Governance Indicator,2020,Sub_components,Rule of Law,,,-0.579112709,World Bank
KEN,World Governance Indicator,2020,Sub_components,Voice and Accountability,,,-0.341349542,World Bank
KEN,World Governance Indicator,2021,Sub_components,Control of Corruption,,,-0.734718978,World Bank
KEN,World Governance Indicator,2021,Sub_components,Government Effectiveness,,,-0.325909495,World Bank
KEN,World Governance Indicator,2021,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-1.032437444,World Bank
KEN,World Governance Indicator,2021,Sub_components,Regulatory Quality,,,-0.460586369,World Bank
KEN,World Governance Indicator,2021,Sub_components,Rule of Law,,,-0.421447873,World Bank
KEN,World Governance Indicator,2021,Sub_components,Voice and Accountability,,,-0.351733297,World Bank
KEN,World Governance Indicator,2022,Sub_components,Control of Corruption,,,-0.759503603,World Bank
KEN,World Governance Indicator,2022,Sub_components,Government Effectiveness,,,-0.329533219,World Bank
KEN,World Governance Indicator,2022,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-0.947280884,World Bank
KEN,World Governance Indicator,2022,Sub_components,Regulatory Quality,,,-0.38082996,World Bank
KEN,World Governance Indicator,2022,Sub_components,Rule of Law,,,-0.317989439,World Bank
KEN,World Governance Indicator,2022,Sub_components,Voice and Accountability,,,-0.150899544,World Bank
KEN,World Governance Indicator,2023,Sub_components,Control of Corruption,,,-0.770913005,World Bank
KEN,World Governance Indicator,2023,Sub_components,Government Effectiveness,,,-0.303605199,World Bank
KEN,World Governance Indicator,2023,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-0.937771916,World Bank
KEN,World Governance Indicator,2023,Sub_components,Regulatory Quality,,,-0.390806586,World Bank
KEN,World Governance Indicator,2023,Sub_components,Rule of Law,,,-0.326221645,World Bank
KEN,World Governance Indicator,2023,Sub_components,Voice and Accountability,,,-0.124170683,World Bank
KOR,Chandler Good Government Index,2021,Ranking,,477/600,,,Chandler Institute of Governance
KOR,Chandler Good Government Index,2022,Ranking,,462/600,,,Chandler Institute of Governance
KOR,Chandler Good Government Index,2023,Ranking,,482/600,,,Chandler Institute of Governance
KOR,Chandler Good Government Index,2024,Ranking,,477/600,,,Chandler Institute of Governance
KOR,Chandler Good Government Index,2025,Ranking,,477/600,,,Chandler Institute of Governance
KOR,Corruption Perception Index (CPI),2017,Ranking,,51/180,,,Transparency International
KOR,Corruption Perception Index (CPI),2018,Ranking,,45/180,,,Transparency International
KOR,Corruption Perception Index (CPI),2019,Ranking,,39/180,,,Transparency International
KOR,Corruption Perception Index (CPI),2020,Ranking,,33/179,,,Transparency International
KOR,Corruption Perception Index (CPI),2022,Ranking,,31/180,,,Transparency International
KOR,Corruption Perception Index (CPI),2023,Ranking,,32/180,,,Transparency International
KOR,Corruption Perception Index (CPI),2024,Ranking,,30/180,,,Transparency International
KOR,World Governance Indicator,1996,Sub_components,Control of Corruption,,,0.38219744,World Bank
KOR,World Governance Indicator,1996,Sub_components,Government Effectiveness,,,0.473718643,World Bank
KOR,World Governance Indicator,1996,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.566771448,World Bank
KOR,World Governance Indicator,1996,Sub_components,Regulatory Quality,,,0.445148885,World Bank
KOR,World Governance Indicator,1996,Sub_components,Rule of Law,,,0.798747361,World Bank
KOR,World Governance Indicator,1996,Sub_components,Voice and Accountability,,,0.668098986,World Bank
KOR,World Governance Indicator,1998,Sub_components,Control of Corruption,,,0.29720825,World Bank
KOR,World Governance Indicator,1998,Sub_components,Government Effectiveness,,,0.290556639,World Bank
KOR,World Governance Indicator,1998,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.513872743,World Bank
KOR,World Governance Indicator,1998,Sub_components,Regulatory Quality,,,0.317185104,World Bank
KOR,World Governance Indicator,1998,Sub_components,Rule of Law,,,0.778700531,World Bank
KOR,World Governance Indicator,1998,Sub_components,Voice and Accountability,,,0.638672411,World Bank
KOR,World Governance Indicator,2000,Sub_components,Control of Corruption,,,0.270445168,World Bank
KOR,World Governance Indicator,2000,Sub_components,Government Effectiveness,,,0.61354059,World Bank
KOR,World Governance Indicator,2000,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.398045033,World Bank
KOR,World Governance Indicator,2000,Sub_components,Regulatory Quality,,,0.565367579,World Bank
KOR,World Governance Indicator,2000,Sub_components,Rule of Law,,,0.83033973,World Bank
KOR,World Governance Indicator,2000,Sub_components,Voice and Accountability,,,0.637169182,World Bank
KOR,World Governance Indicator,2002,Sub_components,Control of Corruption,,,0.489189267,World Bank
KOR,World Governance Indicator,2002,Sub_components,Government Effectiveness,,,0.796305239,World Bank
KOR,World Governance Indicator,2002,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.241773605,World Bank
KOR,World Governance Indicator,2002,Sub_components,Regulatory Quality,,,0.752522349,World Bank
KOR,World Governance Indicator,2002,Sub_components,Rule of Law,,,0.920009971,World Bank
KOR,World Governance Indicator,2002,Sub_components,Voice and Accountability,,,0.745628059,World Bank
KOR,World Governance Indicator,2003,Sub_components,Control of Corruption,,,0.544911742,World Bank
KOR,World Governance Indicator,2003,Sub_components,Government Effectiveness,,,0.79047668,World Bank
KOR,World Governance Indicator,2003,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.248543099,World Bank
KOR,World Governance Indicator,2003,Sub_components,Regulatory Quality,,,0.717727244,World Bank
KOR,World Governance Indicator,2003,Sub_components,Rule of Law,,,0.80029881,World Bank
KOR,World Governance Indicator,2003,Sub_components,Voice and Accountability,,,0.723233759,World Bank
KOR,World Governance Indicator,2004,Sub_components,Control of Corruption,,,0.37884891,World Bank
KOR,World Governance Indicator,2004,Sub_components,Government Effectiveness,,,0.815539062,World Bank
KOR,World Governance Indicator,2004,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.428842574,World Bank
KOR,World Governance Indicator,2004,Sub_components,Regulatory Quality,,,0.793975472,World Bank
KOR,World Governance Indicator,2004,Sub_components,Rule of Law,,,0.909604073,World Bank
KOR,World Governance Indicator,2004,Sub_components,Voice and Accountability,,,0.728531182,World Bank
KOR,World Governance Indicator,2005,Sub_components,Control of Corruption,,,0.5923329,World Bank
KOR,World Governance Indicator,2005,Sub_components,Government Effectiveness,,,0.924596548,World Bank
KOR,World Governance Indicator,2005,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.485128582,World Bank
KOR,World Governance Indicator,2005,Sub_components,Regulatory Quality,,,0.805072546,World Bank
KOR,World Governance Indicator,2005,Sub_components,Rule of Law,,,0.974222898,World Bank
KOR,World Governance Indicator,2005,Sub_components,Voice and Accountability,,,0.745595574,World Bank
KOR,World Governance Indicator,2006,Sub_components,Control of Corruption,,,0.30060637,World Bank
KOR,World Governance Indicator,2006,Sub_components,Government Effectiveness,,,0.98420769,World Bank
KOR,World Governance Indicator,2006,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.423855454,World Bank
KOR,World Governance Indicator,2006,Sub_components,Regulatory Quality,,,0.720584929,World Bank
KOR,World Governance Indicator,2006,Sub_components,Rule of Law,,,0.83795172,World Bank
KOR,World Governance Indicator,2006,Sub_components,Voice and Accountability,,,0.690555096,World Bank
KOR,World Governance Indicator,2007,Sub_components,Control of Corruption,,,0.56971693,World Bank
KOR,World Governance Indicator,2007,Sub_components,Government Effectiveness,,,1.201815724,World Bank
KOR,World Governance Indicator,2007,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.566254735,World Bank
KOR,World Governance Indicator,2007,Sub_components,Regulatory Quality,,,0.920578897,World Bank
KOR,World Governance Indicator,2007,Sub_components,Rule of Law,,,1.010549784,World Bank
KOR,World Governance Indicator,2007,Sub_components,Voice and Accountability,,,0.699741125,World Bank
KOR,World Governance Indicator,2008,Sub_components,Control of Corruption,,,0.425825089,World Bank
KOR,World Governance Indicator,2008,Sub_components,Government Effectiveness,,,0.994486928,World Bank
KOR,World Governance Indicator,2008,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.420968682,World Bank
KOR,World Governance Indicator,2008,Sub_components,Regulatory Quality,,,0.725823581,World Bank
KOR,World Governance Indicator,2008,Sub_components,Rule of Law,,,0.860504568,World Bank
KOR,World Governance Indicator,2008,Sub_components,Voice and Accountability,,,0.657143593,World Bank
KOR,World Governance Indicator,2009,Sub_components,Control of Corruption,,,0.499742419,World Bank
KOR,World Governance Indicator,2009,Sub_components,Government Effectiveness,,,1.024816155,World Bank
KOR,World Governance Indicator,2009,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.409627974,World Bank
KOR,World Governance Indicator,2009,Sub_components,Regulatory Quality,,,0.849306285,World Bank
KOR,World Governance Indicator,2009,Sub_components,Rule of Law,,,0.994238853,World Bank
KOR,World Governance Indicator,2009,Sub_components,Voice and Accountability,,,0.707632899,World Bank
KOR,World Governance Indicator,2010,Sub_components,Control of Corruption,,,0.426656723,World Bank
KOR,World Governance Indicator,2010,Sub_components,Government Effectiveness,,,1.147816181,World Bank
KOR,World Governance Indicator,2010,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.325895816,World Bank
KOR,World Governance Indicator,2010,Sub_components,Regulatory Quality,,,0.918371379,World Bank
KOR,World Governance Indicator,2010,Sub_components,Rule of Law,,,1.00820756,World Bank
KOR,World Governance Indicator,2010,Sub_components,Voice and Accountability,,,0.741072178,World Bank
KOR,World Governance Indicator,2011,Sub_components,Control of Corruption,,,0.483322471,World Bank
KOR,World Governance Indicator,2011,Sub_components,Government Effectiveness,,,1.157943606,World Bank
KOR,World Governance Indicator,2011,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.412495643,World Bank
KOR,World Governance Indicator,2011,Sub_components,Regulatory Quality,,,0.982293248,World Bank
KOR,World Governance Indicator,2011,Sub_components,Rule of Law,,,1.025590301,World Bank
KOR,World Governance Indicator,2011,Sub_components,Voice and Accountability,,,0.726919293,World Bank
KOR,World Governance Indicator,2012,Sub_components,Control of Corruption,,,0.495882243,World Bank
KOR,World Governance Indicator,2012,Sub_components,Government Effectiveness,,,1.074502587,World Bank
KOR,World Governance Indicator,2012,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.267103314,World Bank
KOR,World Governance Indicator,2012,Sub_components,Regulatory Quality,,,0.865391076,World Bank
KOR,World Governance Indicator,2012,Sub_components,Rule of Law,,,0.984835565,World Bank
KOR,World Governance Indicator,2012,Sub_components,Voice and Accountability,,,0.725595772,World Bank
KOR,World Governance Indicator,2013,Sub_components,Control of Corruption,,,0.581018269,World Bank
KOR,World Governance Indicator,2013,Sub_components,Government Effectiveness,,,1.00340426,World Bank
KOR,World Governance Indicator,2013,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.278578639,World Bank
KOR,World Governance Indicator,2013,Sub_components,Regulatory Quality,,,0.988611996,World Bank
KOR,World Governance Indicator,2013,Sub_components,Rule of Law,,,0.945141017,World Bank
KOR,World Governance Indicator,2013,Sub_components,Voice and Accountability,,,0.705780983,World Bank
KOR,World Governance Indicator,2014,Sub_components,Control of Corruption,,,0.512005866,World Bank
KOR,World Governance Indicator,2014,Sub_components,Government Effectiveness,,,1.035287976,World Bank
KOR,World Governance Indicator,2014,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.108568802,World Bank
KOR,World Governance Indicator,2014,Sub_components,Regulatory Quality,,,1.134037018,World Bank
KOR,World Governance Indicator,2014,Sub_components,Rule of Law,,,1.005963326,World Bank
KOR,World Governance Indicator,2014,Sub_components,Voice and Accountability,,,0.680197239,World Bank
KOR,World Governance Indicator,2015,Sub_components,Control of Corruption,,,0.339694709,World Bank
KOR,World Governance Indicator,2015,Sub_components,Government Effectiveness,,,0.977552056,World Bank
KOR,World Governance Indicator,2015,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.156361043,World Bank
KOR,World Governance Indicator,2015,Sub_components,Regulatory Quality,,,1.099334002,World Bank
KOR,World Governance Indicator,2015,Sub_components,Rule of Law,,,0.902739525,World Bank
KOR,World Governance Indicator,2015,Sub_components,Voice and Accountability,,,0.631044269,World Bank
KOR,World Governance Indicator,2016,Sub_components,Control of Corruption,,,0.420221448,World Bank
KOR,World Governance Indicator,2016,Sub_components,Government Effectiveness,,,1.021252632,World Bank
KOR,World Governance Indicator,2016,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.153576508,World Bank
KOR,World Governance Indicator,2016,Sub_components,Regulatory Quality,,,1.102617741,World Bank
KOR,World Governance Indicator,2016,Sub_components,Rule of Law,,,1.126969099,World Bank
KOR,World Governance Indicator,2016,Sub_components,Voice and Accountability,,,0.641615033,World Bank
KOR,World Governance Indicator,2017,Sub_components,Control of Corruption,,,0.445519388,World Bank
KOR,World Governance Indicator,2017,Sub_components,Government Effectiveness,,,1.029123187,World Bank
KOR,World Governance Indicator,2017,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.381830722,World Bank
KOR,World Governance Indicator,2017,Sub_components,Regulatory Quality,,,1.094510794,World Bank
KOR,World Governance Indicator,2017,Sub_components,Rule of Law,,,1.130967736,World Bank
KOR,World Governance Indicator,2017,Sub_components,Voice and Accountability,,,0.75816524,World Bank
KOR,World Governance Indicator,2018,Sub_components,Control of Corruption,,,0.572804868,World Bank
KOR,World Governance Indicator,2018,Sub_components,Government Effectiveness,,,1.135256171,World Bank
KOR,World Governance Indicator,2018,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.638123751,World Bank
KOR,World Governance Indicator,2018,Sub_components,Regulatory Quality,,,1.093749762,World Bank
KOR,World Governance Indicator,2018,Sub_components,Rule of Law,,,1.199541569,World Bank
KOR,World Governance Indicator,2018,Sub_components,Voice and Accountability,,,0.799720466,World Bank
KOR,World Governance Indicator,2019,Sub_components,Control of Corruption,,,0.704865277,World Bank
KOR,World Governance Indicator,2019,Sub_components,Government Effectiveness,,,1.332545161,World Bank
KOR,World Governance Indicator,2019,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.547197938,World Bank
KOR,World Governance Indicator,2019,Sub_components,Regulatory Quality,,,1.05925858,World Bank
KOR,World Governance Indicator,2019,Sub_components,Rule of Law,,,1.156206012,World Bank
KOR,World Governance Indicator,2019,Sub_components,Voice and Accountability,,,0.751629055,World Bank
KOR,World Governance Indicator,2020,Sub_components,Control of Corruption,,,0.698268294,World Bank
KOR,World Governance Indicator,2020,Sub_components,Government Effectiveness,,,1.370186806,World Bank
KOR,World Governance Indicator,2020,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.608337879,World Bank
KOR,World Governance Indicator,2020,Sub_components,Regulatory Quality,,,1.024950743,World Bank
KOR,World Governance Indicator,2020,Sub_components,Rule of Law,,,1.147423029,World Bank
KOR,World Governance Indicator,2020,Sub_components,Voice and Accountability,,,0.822828948,World Bank
KOR,World Governance Indicator,2021,Sub_components,Control of Corruption,,,0.733288467,World Bank
KOR,World Governance Indicator,2021,Sub_components,Government Effectiveness,,,1.365653753,World Bank
KOR,World Governance Indicator,2021,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.629045725,World Bank
KOR,World Governance Indicator,2021,Sub_components,Regulatory Quality,,,1.092285156,World Bank
KOR,World Governance Indicator,2021,Sub_components,Rule of Law,,,1.095469475,World Bank
KOR,World Governance Indicator,2021,Sub_components,Voice and Accountability,,,0.932394803,World Bank
KOR,World Governance Indicator,2022,Sub_components,Control of Corruption,,,0.748368859,World Bank
KOR,World Governance Indicator,2022,Sub_components,Government Effectiveness,,,1.349047303,World Bank
KOR,World Governance Indicator,2022,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.579976737,World Bank
KOR,World Governance Indicator,2022,Sub_components,Regulatory Quality,,,1.145222545,World Bank
KOR,World Governance Indicator,2022,Sub_components,Rule of Law,,,1.158164382,World Bank
KOR,World Governance Indicator,2022,Sub_components,Voice and Accountability,,,0.878113925,World Bank
KOR,World Governance Indicator,2023,Sub_components,Control of Corruption,,,0.894088566,World Bank
KOR,World Governance Indicator,2023,Sub_components,Government Effectiveness,,,1.404807329,World Bank
KOR,World Governance Indicator,2023,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.609834731,World Bank
KOR,World Governance Indicator,2023,Sub_components,Regulatory Quality,,,1.122523189,World Bank
KOR,World Governance Indicator,2023,Sub_components,Rule of Law,,,1.248502254,World Bank
KOR,World Governance Indicator,2023,Sub_components,Voice and Accountability,,,0.85959518,World Bank
KWT,Chandler Good Government Index,2021,Ranking,,297/600,,,Chandler Institute of Governance
KWT,Chandler Good Government Index,2022,Ranking,,573/600,,,Chandler Institute of Governance
KWT,Chandler Good Government Index,2023,Ranking,,574/600,,,Chandler Institute of Governance
KWT,Chandler Good Government Index,2024,Ranking,,575/600,,,Chandler Institute of Governance
KWT,Chandler Good Government Index,2025,Ranking,,297/600,,,Chandler Institute of Governance
KWT,Corruption Perception Index (CPI),2016,Ranking,,75/176,,,Transparency International
KWT,Corruption Perception Index (CPI),2017,Ranking,,85/180,,,Transparency International
KWT,Corruption Perception Index (CPI),2018,Ranking,,78/180,,,Transparency International
KWT,Corruption Perception Index (CPI),2019,Ranking,,85/180,,,Transparency International
KWT,Corruption Perception Index (CPI),2020,Ranking,,78/179,,,Transparency International
