ISO3_code,Name of Indicator,Year,IndicatorType,Sub indicator,Ranking,Score,Sub-componentValue,Organization
ARE,World Governance Indicator,2019,Sub_components,Government Effectiveness,,,1.380270243,World Bank
ARE,World Governance Indicator,2019,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.667538404,World Bank
ARE,World Governance Indicator,2019,Sub_components,Regulatory Quality,,,0.96813792,World Bank
ARE,World Governance Indicator,2019,Sub_components,Rule of Law,,,0.808277488,World Bank
ARE,World Governance Indicator,2019,Sub_components,Voice and Accountability,,,-1.139524102,World Bank
ARE,World Governance Indicator,2020,Sub_components,Control of Corruption,,,1.083613992,World Bank
ARE,World Governance Indicator,2020,Sub_components,Government Effectiveness,,,1.285266876,World Bank
ARE,World Governance Indicator,2020,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.592605352,World Bank
ARE,World Governance Indicator,2020,Sub_components,Regulatory Quality,,,1.074331045,World Bank
ARE,World Governance Indicator,2020,Sub_components,Rule of Law,,,0.875135958,World Bank
ARE,World Governance Indicator,2020,Sub_components,Voice and Accountability,,,-1.178066254,World Bank
ARE,World Governance Indicator,2021,Sub_components,Control of Corruption,,,1.150394559,World Bank
ARE,World Governance Indicator,2021,Sub_components,Government Effectiveness,,,1.363703489,World Bank
ARE,World Governance Indicator,2021,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.597572148,World Bank
ARE,World Governance Indicator,2021,Sub_components,Regulatory Quality,,,1.006122708,World Bank
ARE,World Governance Indicator,2021,Sub_components,Rule of Law,,,0.798968315,World Bank
ARE,World Governance Indicator,2021,Sub_components,Voice and Accountability,,,-1.191426396,World Bank
ARE,World Governance Indicator,2022,Sub_components,Control of Corruption,,,1.155614495,World Bank
ARE,World Governance Indicator,2022,Sub_components,Government Effectiveness,,,1.299127936,World Bank
ARE,World Governance Indicator,2022,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.744183302,World Bank
ARE,World Governance Indicator,2022,Sub_components,Regulatory Quality,,,1.034780741,World Bank
ARE,World Governance Indicator,2022,Sub_components,Rule of Law,,,0.83605653,World Bank
ARE,World Governance Indicator,2022,Sub_components,Voice and Accountability,,,-1.127491474,World Bank
ARE,World Governance Indicator,2023,Sub_components,Control of Corruption,,,1.073663831,World Bank
ARE,World Governance Indicator,2023,Sub_components,Government Effectiveness,,,1.604281902,World Bank
ARE,World Governance Indicator,2023,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.677530944,World Bank
ARE,World Governance Indicator,2023,Sub_components,Regulatory Quality,,,1.042391419,World Bank
ARE,World Governance Indicator,2023,Sub_components,Rule of Law,,,0.881900132,World Bank
ARE,World Governance Indicator,2023,Sub_components,Voice and Accountability,,,-1.09494102,World Bank
ARG,Chandler Good Government Index,2021,Ranking,,127/600,,,Chandler Institute of Governance
ARG,Chandler Good Government Index,2022,Ranking,,227/600,,,Chandler Institute of Governance
ARG,Chandler Good Government Index,2023,Ranking,,207/600,,,Chandler Institute of Governance
ARG,Chandler Good Government Index,2024,Ranking,,142/600,,,Chandler Institute of Governance
ARG,Chandler Good Government Index,2025,Ranking,,127/600,,,Chandler Institute of Governance
ARG,Corruption Perception Index (CPI),2016,Ranking,,95/176,,,Transparency International
ARG,Corruption Perception Index (CPI),2017,Ranking,,85/180,,,Transparency International
ARG,Corruption Perception Index (CPI),2018,Ranking,,85/180,,,Transparency International
ARG,Corruption Perception Index (CPI),2019,Ranking,,66/180,,,Transparency International
ARG,Corruption Perception Index (CPI),2020,Ranking,,78/179,,,Transparency International
ARG,Corruption Perception Index (CPI),2022,Ranking,,94/180,,,Transparency International
ARG,Corruption Perception Index (CPI),2023,Ranking,,98/180,,,Transparency International
ARG,Corruption Perception Index (CPI),2024,Ranking,,99/180,,,Transparency International
ARG,World Governance Indicator,1996,Sub_components,Control of Corruption,,,-0.101317152,World Bank
ARG,World Governance Indicator,1996,Sub_components,Government Effectiveness,,,0.16569005,World Bank
ARG,World Governance Indicator,1996,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.111376882,World Bank
ARG,World Governance Indicator,1996,Sub_components,Regulatory Quality,,,0.51806742,World Bank
ARG,World Governance Indicator,1996,Sub_components,Rule of Law,,,0.075552642,World Bank
ARG,World Governance Indicator,1996,Sub_components,Voice and Accountability,,,0.391903371,World Bank
ARG,World Governance Indicator,1998,Sub_components,Control of Corruption,,,-0.2034816,World Bank
ARG,World Governance Indicator,1998,Sub_components,Government Effectiveness,,,0.328712493,World Bank
ARG,World Governance Indicator,1998,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-0.13464959,World Bank
ARG,World Governance Indicator,1998,Sub_components,Regulatory Quality,,,0.521346211,World Bank
ARG,World Governance Indicator,1998,Sub_components,Rule of Law,,,-0.038881578,World Bank
ARG,World Governance Indicator,1998,Sub_components,Voice and Accountability,,,0.308850229,World Bank
ARG,World Governance Indicator,2000,Sub_components,Control of Corruption,,,-0.172407657,World Bank
ARG,World Governance Indicator,2000,Sub_components,Government Effectiveness,,,-0.028038694,World Bank
ARG,World Governance Indicator,2000,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.095823877,World Bank
ARG,World Governance Indicator,2000,Sub_components,Regulatory Quality,,,0.182292387,World Bank
ARG,World Governance Indicator,2000,Sub_components,Rule of Law,,,-0.214404494,World Bank
ARG,World Governance Indicator,2000,Sub_components,Voice and Accountability,,,0.418346971,World Bank
ARG,World Governance Indicator,2002,Sub_components,Control of Corruption,,,-0.417055726,World Bank
ARG,World Governance Indicator,2002,Sub_components,Government Effectiveness,,,-0.228479072,World Bank
ARG,World Governance Indicator,2002,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-0.776545405,World Bank
ARG,World Governance Indicator,2002,Sub_components,Regulatory Quality,,,-0.880716562,World Bank
ARG,World Governance Indicator,2002,Sub_components,Rule of Law,,,-0.761098087,World Bank
ARG,World Governance Indicator,2002,Sub_components,Voice and Accountability,,,0.260062754,World Bank
ARG,World Governance Indicator,2003,Sub_components,Control of Corruption,,,-0.479976803,World Bank
ARG,World Governance Indicator,2003,Sub_components,Government Effectiveness,,,-0.034219984,World Bank
ARG,World Governance Indicator,2003,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-0.359838128,World Bank
ARG,World Governance Indicator,2003,Sub_components,Regulatory Quality,,,-0.69147563,World Bank
ARG,World Governance Indicator,2003,Sub_components,Rule of Law,,,-0.777115822,World Bank
ARG,World Governance Indicator,2003,Sub_components,Voice and Accountability,,,0.349125266,World Bank
ARG,World Governance Indicator,2004,Sub_components,Control of Corruption,,,-0.414409548,World Bank
ARG,World Governance Indicator,2004,Sub_components,Government Effectiveness,,,0.015197393,World Bank
ARG,World Governance Indicator,2004,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-0.610934913,World Bank
ARG,World Governance Indicator,2004,Sub_components,Regulatory Quality,,,-0.6980353,World Bank
ARG,World Governance Indicator,2004,Sub_components,Rule of Law,,,-0.767380178,World Bank
ARG,World Governance Indicator,2004,Sub_components,Voice and Accountability,,,0.362040877,World Bank
ARG,World Governance Indicator,2005,Sub_components,Control of Corruption,,,-0.377738357,World Bank
ARG,World Governance Indicator,2005,Sub_components,Government Effectiveness,,,-0.097979061,World Bank
ARG,World Governance Indicator,2005,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-0.041774943,World Bank
ARG,World Governance Indicator,2005,Sub_components,Regulatory Quality,,,-0.525074363,World Bank
ARG,World Governance Indicator,2005,Sub_components,Rule of Law,,,-0.557991087,World Bank
ARG,World Governance Indicator,2005,Sub_components,Voice and Accountability,,,0.269231617,World Bank
ARG,World Governance Indicator,2006,Sub_components,Control of Corruption,,,-0.331238538,World Bank
ARG,World Governance Indicator,2006,Sub_components,Government Effectiveness,,,-0.033916309,World Bank
ARG,World Governance Indicator,2006,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.001967763,World Bank
ARG,World Governance Indicator,2006,Sub_components,Regulatory Quality,,,-0.614566982,World Bank
ARG,World Governance Indicator,2006,Sub_components,Rule of Law,,,-0.577015638,World Bank
ARG,World Governance Indicator,2006,Sub_components,Voice and Accountability,,,0.403436542,World Bank
ARG,World Governance Indicator,2007,Sub_components,Control of Corruption,,,-0.372122079,World Bank
ARG,World Governance Indicator,2007,Sub_components,Government Effectiveness,,,-0.012532503,World Bank
ARG,World Governance Indicator,2007,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.097796634,World Bank
ARG,World Governance Indicator,2007,Sub_components,Regulatory Quality,,,-0.63569355,World Bank
ARG,World Governance Indicator,2007,Sub_components,Rule of Law,,,-0.601472259,World Bank
ARG,World Governance Indicator,2007,Sub_components,Voice and Accountability,,,0.448621333,World Bank
ARG,World Governance Indicator,2008,Sub_components,Control of Corruption,,,-0.434875011,World Bank
ARG,World Governance Indicator,2008,Sub_components,Government Effectiveness,,,-0.123509347,World Bank
ARG,World Governance Indicator,2008,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-0.087755688,World Bank
ARG,World Governance Indicator,2008,Sub_components,Regulatory Quality,,,-0.702629447,World Bank
ARG,World Governance Indicator,2008,Sub_components,Rule of Law,,,-0.699731648,World Bank
ARG,World Governance Indicator,2008,Sub_components,Voice and Accountability,,,0.358895928,World Bank
ARG,World Governance Indicator,2009,Sub_components,Control of Corruption,,,-0.445475101,World Bank
ARG,World Governance Indicator,2009,Sub_components,Government Effectiveness,,,-0.294032037,World Bank
ARG,World Governance Indicator,2009,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-0.234854579,World Bank
ARG,World Governance Indicator,2009,Sub_components,Regulatory Quality,,,-0.830836773,World Bank
ARG,World Governance Indicator,2009,Sub_components,Rule of Law,,,-0.694468081,World Bank
ARG,World Governance Indicator,2009,Sub_components,Voice and Accountability,,,0.280091494,World Bank
ARG,World Governance Indicator,2010,Sub_components,Control of Corruption,,,-0.355230033,World Bank
ARG,World Governance Indicator,2010,Sub_components,Government Effectiveness,,,-0.111791946,World Bank
ARG,World Governance Indicator,2010,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-0.084797867,World Bank
ARG,World Governance Indicator,2010,Sub_components,Regulatory Quality,,,-0.742940903,World Bank
ARG,World Governance Indicator,2010,Sub_components,Rule of Law,,,-0.598094225,World Bank
ARG,World Governance Indicator,2010,Sub_components,Voice and Accountability,,,0.361670136,World Bank
ARG,World Governance Indicator,2011,Sub_components,Control of Corruption,,,-0.364098519,World Bank
ARG,World Governance Indicator,2011,Sub_components,Government Effectiveness,,,-0.072361067,World Bank
ARG,World Governance Indicator,2011,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.158993661,World Bank
ARG,World Governance Indicator,2011,Sub_components,Regulatory Quality,,,-0.701964378,World Bank
ARG,World Governance Indicator,2011,Sub_components,Rule of Law,,,-0.563123286,World Bank
ARG,World Governance Indicator,2011,Sub_components,Voice and Accountability,,,0.344941825,World Bank
ARG,World Governance Indicator,2012,Sub_components,Control of Corruption,,,-0.445909202,World Bank
ARG,World Governance Indicator,2012,Sub_components,Government Effectiveness,,,-0.206967011,World Bank
ARG,World Governance Indicator,2012,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.103040546,World Bank
ARG,World Governance Indicator,2012,Sub_components,Regulatory Quality,,,-0.897686779,World Bank
ARG,World Governance Indicator,2012,Sub_components,Rule of Law,,,-0.623034239,World Bank
ARG,World Governance Indicator,2012,Sub_components,Voice and Accountability,,,0.295209914,World Bank
ARG,World Governance Indicator,2013,Sub_components,Control of Corruption,,,-0.434306711,World Bank
ARG,World Governance Indicator,2013,Sub_components,Government Effectiveness,,,-0.254236966,World Bank
ARG,World Governance Indicator,2013,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.065314263,World Bank
ARG,World Governance Indicator,2013,Sub_components,Regulatory Quality,,,-0.928134799,World Bank
ARG,World Governance Indicator,2013,Sub_components,Rule of Law,,,-0.656328619,World Bank
ARG,World Governance Indicator,2013,Sub_components,Voice and Accountability,,,0.276933551,World Bank
ARG,World Governance Indicator,2014,Sub_components,Control of Corruption,,,-0.549791396,World Bank
ARG,World Governance Indicator,2014,Sub_components,Government Effectiveness,,,-0.111114293,World Bank
ARG,World Governance Indicator,2014,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-0.005121871,World Bank
ARG,World Governance Indicator,2014,Sub_components,Regulatory Quality,,,-1.066149592,World Bank
ARG,World Governance Indicator,2014,Sub_components,Rule of Law,,,-0.866627336,World Bank
ARG,World Governance Indicator,2014,Sub_components,Voice and Accountability,,,0.345271766,World Bank
ARG,World Governance Indicator,2015,Sub_components,Control of Corruption,,,-0.581265271,World Bank
ARG,World Governance Indicator,2015,Sub_components,Government Effectiveness,,,-0.04947561,World Bank
ARG,World Governance Indicator,2015,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.008764135,World Bank
ARG,World Governance Indicator,2015,Sub_components,Regulatory Quality,,,-0.898022354,World Bank
ARG,World Governance Indicator,2015,Sub_components,Rule of Law,,,-0.748635888,World Bank
ARG,World Governance Indicator,2015,Sub_components,Voice and Accountability,,,0.411758155,World Bank
ARG,World Governance Indicator,2016,Sub_components,Control of Corruption,,,-0.299235553,World Bank
ARG,World Governance Indicator,2016,Sub_components,Government Effectiveness,,,0.218796372,World Bank
